Customer_ID,Gender,Age,Signup_Date,Last_Purchase,Total_Spend,Payment_Method,Subscription_Type,Contract,Support_Calls,Monthly_Visits,Churn
,F,41.0,2021-04-11 19:48:53.719556,2023-11-22 19:48:53.726485,,Credit Card,Standard,Two Year,2.0,10.9,1.0
612.0,M,,2020-05-11 19:48:53.719564,,1944.44,Credit Card,Premium,Month-to-Month,1.0,21.8,1.0
613.0,M,37.0,2020-03-12 19:48:53.719575,2024-11-21 19:48:53.726496,1570.53,Credit Card,Premium,One Year,3.0,15.2,1.0
,M,23.0,2020-12-09 19:48:53.719584,2024-04-15 19:48:53.726501,1157.78,,Premium,One Year,4.0,23.4,1.0
615.0,M,59.0,2019-11-02 19:48:53.719594,2024-04-29 19:48:53.726508,951.76,Credit Card,Premium,Two Year,0.0,24.9,
616.0,F,36.0,,2025-01-14 19:48:53.726513,1811.07,Credit Card,Premium,One Year,2.0,23.9,0.0
,F,36.0,2020-05-25 19:48:53.719608,2024-01-07 19:48:53.726518,296.12,Credit Card,Standard,One Year,0.0,15.0,1.0
618.0,M,42.0,2019-10-26 19:48:53.719614,2024-08-17 19:48:53.726524,531.77,Debit Card,Standard,,3.0,11.9,
619.0,M,39.0,2021-10-15 19:48:53.719619,2025-01-20 19:48:53.726529,1364.98,Debit Card,Premium,,7.0,16.0,1.0
620.0,F,37.0,2021-01-07 19:48:53.719624,2024-07-08 19:48:53.726534,1038.72,Credit Card,Premium,Two Year,9.0,16.7,0.0
621.0,F,27.0,2022-05-25 19:48:53.719629,2024-12-18 19:48:53.726539,485.33,PayPal,Standard,Month-to-Month,5.0,12.3,1.0
622.0,,39.0,2023-04-27 19:48:53.719636,2024-11-10 19:48:53.726547,57.94,Credit Card,Standard,Month-to-Month,,6.2,0.0
623.0,M,53.0,2021-01-30 19:48:53.719642,2024-09-08 19:48:53.726556,1296.01,PayPal,Premium,One Year,8.0,16.2,
624.0,M,48.0,2022-07-11 19:48:53.719647,2024-07-31 19:48:53.726565,1455.94,PayPal,Premium,Month-to-Month,4.0,21.4,
625.0,F,50.0,2020-11-26 19:48:53.719653,2024-01-29 19:48:53.726573,,Debit Card,Premium,,1.0,23.3,0.0
626.0,M,29.0,2020-11-08 19:48:53.719659,2023-10-01 19:48:53.726578,601.45,Credit Card,Standard,One Year,8.0,7.2,
627.0,F,,,2023-10-13 19:48:53.726584,664.06,PayPal,Standard,One Year,6.0,14.7,1.0
628.0,M,33.0,2021-10-06 19:48:53.719669,2024-04-04 19:48:53.726589,1725.49,Credit Card,Premium,Two Year,6.0,24.7,1.0
,,35.0,2022-07-02 19:48:53.719674,2024-09-06 19:48:53.726594,846.58,Debit Card,Premium,Month-to-Month,,20.0,0.0
630.0,M,45.0,2023-02-21 19:48:53.719680,2024-09-16 19:48:53.726599,,Credit Card,Standard,Month-to-Month,1.0,15.3,0.0
631.0,F,18.0,2023-09-11 19:48:53.719685,2024-11-27 19:48:53.726604,433.92,PayPal,Standard,Month-to-Month,1.0,13.3,0.0
632.0,M,50.0,2023-08-22 19:48:53.719690,2024-05-20 19:48:53.726610,748.51,PayPal,Standard,Month-to-Month,5.0,13.1,1.0
633.0,F,,2022-12-19 19:48:53.719696,2023-10-17 19:48:53.726615,669.62,PayPal,Standard,,1.0,11.5,1.0
634.0,M,30.0,2024-05-21 19:48:53.719701,2024-03-07 19:48:53.726620,1811.04,Credit Card,Premium,Two Year,3.0,15.2,0.0
635.0,F,24.0,,2023-11-06 19:48:53.726625,1163.85,Debit Card,Premium,Month-to-Month,6.0,25.4,1.0
636.0,F,18.0,2023-10-20 19:48:53.719711,2025-01-26 19:48:53.726631,,Credit Card,,Month-to-Month,6.0,20.6,0.0
637.0,F,43.0,2024-03-16 19:48:53.719717,2024-10-06 19:48:53.726636,1364.85,PayPal,Premium,Two Year,3.0,29.1,0.0
638.0,F,35.0,,2024-01-30 19:48:53.726641,988.85,Credit Card,Premium,Month-to-Month,,27.3,0.0
639.0,F,22.0,2021-10-26 19:48:53.719727,2023-12-13 19:48:53.726646,,,,Month-to-Month,7.0,12.2,1.0
640.0,F,22.0,2021-05-03 19:48:53.719733,2024-10-26 19:48:53.726652,,Credit Card,,Month-to-Month,,18.8,1.0
,M,31.0,2023-06-04 19:48:53.719738,2024-09-08 19:48:53.726657,200.16,Credit Card,Standard,Two Year,1.0,4.9,0.0
642.0,F,51.0,2023-03-04 19:48:53.719743,2023-11-20 19:48:53.726662,1087.94,Credit Card,Premium,One Year,2.0,20.1,0.0
643.0,M,32.0,2024-03-25 19:48:53.719748,2024-09-11 19:48:53.726667,75.87,Credit Card,Standard,One Year,2.0,10.1,0.0
644.0,M,19.0,2020-05-15 19:48:53.719755,2024-02-17 19:48:53.726673,1914.21,Credit Card,Premium,Two Year,1.0,19.4,0.0
645.0,,,2020-07-15 19:48:53.719764,2023-11-06 19:48:53.726678,1495.68,PayPal,Premium,Month-to-Month,2.0,22.7,1.0
646.0,M,32.0,2019-10-13 19:48:53.719772,2024-06-06 19:48:53.726683,1600.44,Debit Card,Premium,Month-to-Month,1.0,,0.0
647.0,F,18.0,2022-02-12 19:48:53.719780,2024-06-08 19:48:53.726689,,Credit Card,Premium,Two Year,3.0,29.7,0.0
648.0,F,34.0,2021-06-01 19:48:53.719789,2024-03-04 19:48:53.726694,283.04,Credit Card,Standard,,8.0,3.1,1.0
649.0,F,32.0,2022-07-10 19:48:53.719798,2024-12-23 19:48:53.726699,500.99,Credit Card,Standard,One Year,1.0,18.7,
650.0,M,41.0,2022-10-31 19:48:53.719807,2024-11-01 19:48:53.726704,846.56,Credit Card,Premium,Two Year,6.0,28.7,0.0
,,53.0,2021-05-31 19:48:53.719817,,1024.13,,,One Year,5.0,22.9,1.0
652.0,M,46.0,2020-12-14 19:48:53.719827,2025-01-29 19:48:53.726715,1797.49,PayPal,Premium,One Year,0.0,25.9,0.0
653.0,M,32.0,2023-04-22 19:48:53.719837,2024-07-05 19:48:53.726721,1720.12,Credit Card,,Two Year,8.0,21.5,
654.0,M,,2020-03-31 19:48:53.719842,2024-07-13 19:48:53.726726,287.01,Credit Card,Standard,Two Year,4.0,13.0,0.0
655.0,,60.0,,2024-11-29 19:48:53.726731,307.68,Credit Card,Standard,Month-to-Month,2.0,7.5,0.0
656.0,M,35.0,2022-12-21 19:48:53.719853,2024-01-05 19:48:53.726736,1440.27,PayPal,Premium,Month-to-Month,6.0,19.5,1.0
657.0,F,35.0,2022-06-07 19:48:53.719858,2024-10-27 19:48:53.726742,10.19,Debit Card,Standard,Month-to-Month,2.0,12.0,1.0
658.0,F,34.0,2024-01-18 19:48:53.719864,2025-01-23 19:48:53.726747,1089.49,Credit Card,Premium,One Year,5.0,22.5,0.0
659.0,F,36.0,2021-11-10 19:48:53.719869,2024-06-12 19:48:53.726756,174.5,Credit Card,Standard,Month-to-Month,0.0,12.0,1.0
660.0,F,33.0,2019-10-16 19:48:53.719874,2024-03-19 19:48:53.726762,1100.58,Debit Card,Premium,One Year,7.0,19.3,1.0
661.0,F,29.0,2022-07-16 19:48:53.719880,2024-05-22 19:48:53.726767,646.67,Debit Card,,Month-to-Month,3.0,8.0,1.0
662.0,M,29.0,2023-05-09 19:48:53.719885,2024-01-02 19:48:53.726773,230.94,Credit Card,Standard,One Year,5.0,,1.0
663.0,F,34.0,,2023-12-25 19:48:53.726778,1029.83,Credit Card,Premium,,1.0,15.8,0.0
664.0,F,29.0,,2023-12-19 19:48:53.726783,408.37,Credit Card,Standard,One Year,,5.8,1.0
665.0,M,27.0,2021-08-31 19:48:53.719908,2024-03-04 19:48:53.726788,1838.77,Credit Card,Premium,One Year,6.0,16.1,0.0
666.0,M,36.0,2020-05-18 19:48:53.719918,2023-10-13 19:48:53.726794,1089.62,Credit Card,Premium,Month-to-Month,3.0,16.6,1.0
667.0,F,32.0,2022-07-08 19:48:53.719923,2024-09-22 19:48:53.726799,894.24,Credit Card,Premium,Month-to-Month,,,0.0
668.0,M,50.0,2020-11-07 19:48:53.719928,2024-06-27 19:48:53.726804,291.56,Credit Card,Standard,One Year,3.0,1.7,0.0
669.0,F,18.0,,2024-09-01 19:48:53.726809,,Credit Card,Standard,Month-to-Month,7.0,13.5,1.0
670.0,F,45.0,2023-01-01 19:48:53.719944,2024-09-15 19:48:53.726815,445.05,PayPal,Standard,Month-to-Month,3.0,,
671.0,M,47.0,2020-02-13 19:48:53.719953,2023-12-04 19:48:53.726820,655.27,Credit Card,Standard,Two Year,7.0,17.6,1.0
672.0,M,18.0,,2024-08-30 19:48:53.726825,1951.51,Credit Card,Premium,One Year,7.0,22.3,0.0
,M,31.0,2024-08-21 19:48:53.719969,2023-10-28 19:48:53.726830,636.2,Credit Card,Standard,Two Year,3.0,6.8,1.0
674.0,M,31.0,2024-10-21 19:48:53.719975,2023-12-16 19:48:53.726836,1524.56,,Premium,Month-to-Month,1.0,22.8,1.0
675.0,M,20.0,2023-01-29 19:48:53.719980,2023-09-29 19:48:53.726842,1392.01,Debit Card,Premium,,3.0,,
676.0,F,27.0,2023-12-18 19:48:53.719985,2024-03-15 19:48:53.726847,,Credit Card,Premium,Two Year,7.0,23.5,1.0
677.0,,23.0,2021-02-15 19:48:53.719990,,787.61,Credit Card,Standard,One Year,1.0,3.2,0.0
678.0,M,,2023-04-11 19:48:53.719996,2024-02-26 19:48:53.726859,312.95,PayPal,Standard,One Year,,19.9,1.0
679.0,M,44.0,2020-06-08 19:48:53.720001,2024-05-18 19:48:53.726868,982.67,Credit Card,,Month-to-Month,7.0,21.4,1.0
680.0,F,47.0,2022-07-24 19:48:53.720006,2024-04-27 19:48:53.726877,1600.05,Debit Card,,Month-to-Month,2.0,20.2,0.0
681.0,M,42.0,2023-06-09 19:48:53.720011,2024-03-03 19:48:53.726886,234.59,Credit Card,Standard,,5.0,14.5,1.0
682.0,M,23.0,2021-10-17 19:48:53.720017,2024-02-26 19:48:53.726895,1502.93,Credit Card,Premium,Month-to-Month,,20.5,1.0
683.0,F,,2020-05-18 19:48:53.720022,2024-06-20 19:48:53.726904,473.55,Credit Card,Standard,Month-to-Month,1.0,16.8,1.0
684.0,F,39.0,2022-01-05 19:48:53.720028,2024-01-25 19:48:53.726912,362.13,Credit Card,Standard,Month-to-Month,6.0,9.6,1.0
685.0,M,22.0,2024-04-06 19:48:53.720033,2024-04-30 19:48:53.726918,1803.34,PayPal,,Two Year,0.0,25.8,0.0
686.0,F,,2023-01-04 19:48:53.720039,2024-02-12 19:48:53.726923,1117.96,,Premium,Month-to-Month,2.0,16.6,0.0
687.0,M,32.0,2022-08-14 19:48:53.720048,2024-04-20 19:48:53.726929,364.42,Credit Card,Standard,One Year,7.0,17.1,
688.0,M,31.0,2023-09-19 19:48:53.720056,,434.78,Credit Card,Standard,,2.0,,0.0
689.0,M,42.0,,2024-12-19 19:48:53.726939,1596.35,PayPal,Premium,One Year,9.0,18.2,1.0
690.0,M,39.0,,2023-10-30 19:48:53.726947,629.34,,Standard,Month-to-Month,9.0,3.8,1.0
691.0,F,31.0,2021-01-04 19:48:53.720076,2024-07-16 19:48:53.726956,1273.77,Credit Card,,One Year,2.0,19.7,0.0
692.0,M,46.0,2021-06-09 19:48:53.720081,2024-07-05 19:48:53.726967,1575.26,Credit Card,Premium,One Year,0.0,,0.0
693.0,M,,2023-03-30 19:48:53.720086,2024-06-03 19:48:53.726975,128.98,Credit Card,Standard,One Year,6.0,5.9,1.0
694.0,F,41.0,2021-06-12 19:48:53.720091,2025-01-11 19:48:53.726984,746.79,Debit Card,Standard,,3.0,9.7,1.0
695.0,F,40.0,2022-09-25 19:48:53.720096,2024-03-20 19:48:53.726993,1259.67,Credit Card,Premium,Two Year,1.0,15.5,0.0
696.0,,31.0,,2024-05-06 19:48:53.726999,586.32,Credit Card,Standard,One Year,6.0,8.5,1.0
697.0,,38.0,2023-02-07 19:48:53.720107,2024-12-22 19:48:53.727005,824.41,PayPal,Premium,Month-to-Month,0.0,23.6,1.0
698.0,M,22.0,2022-10-09 19:48:53.720112,2024-03-09 19:48:53.727015,1046.22,Credit Card,Premium,One Year,7.0,29.3,0.0
699.0,F,44.0,2020-09-16 19:48:53.720118,2024-03-28 19:48:53.727025,1384.5,Credit Card,Premium,Month-to-Month,1.0,22.8,0.0
700.0,F,33.0,2024-07-14 19:48:53.720123,2024-02-07 19:48:53.727032,703.82,Credit Card,Standard,Two Year,1.0,16.6,
701.0,F,29.0,2023-06-20 19:48:53.720128,2024-09-01 19:48:53.727037,1432.71,Credit Card,Premium,Month-to-Month,1.0,23.2,1.0
,M,45.0,2019-11-28 19:48:53.720137,,1915.84,Credit Card,Premium,Month-to-Month,9.0,15.6,1.0
703.0,M,27.0,2024-09-11 19:48:53.720146,2024-01-21 19:48:53.727048,1380.56,Credit Card,Premium,Two Year,5.0,19.7,1.0
704.0,M,,2022-07-27 19:48:53.720155,2024-07-20 19:48:53.727054,397.45,Credit Card,Standard,One Year,7.0,11.9,1.0
,M,19.0,2021-02-10 19:48:53.720164,2023-12-25 19:48:53.727060,943.7,Credit Card,,Month-to-Month,2.0,,1.0
706.0,M,41.0,2021-06-05 19:48:53.720173,2023-10-24 19:48:53.727068,644.1,PayPal,,Month-to-Month,2.0,17.3,1.0
707.0,F,22.0,2022-02-18 19:48:53.720181,2024-08-26 19:48:53.727078,1096.36,PayPal,Premium,Two Year,,18.4,0.0
708.0,M,52.0,2022-03-12 19:48:53.720191,2024-01-06 19:48:53.727087,1879.53,Credit Card,Premium,Month-to-Month,3.0,18.3,1.0
709.0,M,,2020-09-02 19:48:53.720200,2023-10-23 19:48:53.727097,1892.99,Credit Card,Premium,,4.0,18.0,1.0
710.0,F,51.0,2019-10-17 19:48:53.720209,2024-06-15 19:48:53.727102,755.21,Credit Card,Standard,Month-to-Month,5.0,18.5,1.0
711.0,M,37.0,,2024-08-25 19:48:53.727107,420.98,,,One Year,2.0,17.2,0.0
712.0,,34.0,2023-08-05 19:48:53.720229,2024-10-11 19:48:53.727113,1612.51,Credit Card,Premium,Two Year,8.0,26.6,0.0
713.0,M,29.0,2023-05-10 19:48:53.720239,2024-11-03 19:48:53.727118,1734.22,PayPal,Premium,Month-to-Month,1.0,20.9,1.0
714.0,M,38.0,2023-06-04 19:48:53.720249,2024-12-24 19:48:53.727123,957.22,Credit Card,Premium,Month-to-Month,9.0,22.6,1.0
715.0,,,2020-10-06 19:48:53.720258,2024-04-26 19:48:53.727129,1521.15,Credit Card,,Month-to-Month,0.0,22.0,0.0
716.0,M,46.0,2020-07-09 19:48:53.720268,2024-01-22 19:48:53.727134,841.16,Credit Card,Premium,One Year,3.0,,1.0
717.0,,36.0,2020-07-20 19:48:53.720277,2024-07-09 19:48:53.727139,1397.08,,Premium,One Year,2.0,22.6,
718.0,M,36.0,,2024-07-13 19:48:53.727144,985.81,Credit Card,Premium,One Year,3.0,15.5,1.0
719.0,M,31.0,2020-09-10 19:48:53.720296,2023-10-27 19:48:53.727149,,PayPal,Premium,Month-to-Month,4.0,,1.0
720.0,M,,2024-10-11 19:48:53.720305,2024-06-29 19:48:53.727155,1238.06,Credit Card,Premium,Month-to-Month,3.0,28.3,0.0
721.0,M,38.0,2020-06-15 19:48:53.720315,2024-04-30 19:48:53.727160,351.63,Debit Card,Standard,Month-to-Month,3.0,15.3,1.0
722.0,F,18.0,2024-02-27 19:48:53.720324,,1547.81,,Premium,Month-to-Month,6.0,21.3,1.0
,M,21.0,2021-06-14 19:48:53.720334,2024-10-21 19:48:53.727171,889.31,Credit Card,,One Year,5.0,22.8,0.0
724.0,F,42.0,2022-04-29 19:48:53.720344,2024-10-09 19:48:53.727176,407.92,Credit Card,Standard,Two Year,7.0,8.0,0.0
725.0,F,36.0,2021-04-11 19:48:53.720355,2024-06-12 19:48:53.727181,1019.15,Credit Card,Premium,One Year,1.0,26.1,0.0
726.0,,33.0,2022-09-27 19:48:53.720364,,1488.77,,Premium,Month-to-Month,5.0,26.8,1.0
727.0,F,,,2023-11-06 19:48:53.727192,1564.89,PayPal,,Two Year,4.0,26.4,0.0
728.0,M,38.0,,2024-01-13 19:48:53.727197,,,Premium,One Year,2.0,25.8,0.0
729.0,M,29.0,2019-09-13 19:48:53.720395,2023-10-18 19:48:53.727203,1685.95,PayPal,Premium,Two Year,3.0,18.1,0.0
730.0,M,27.0,2020-01-08 19:48:53.720405,2024-10-27 19:48:53.727208,1202.73,PayPal,Premium,One Year,2.0,20.1,0.0
731.0,F,36.0,2024-07-04 19:48:53.720416,2024-05-19 19:48:53.727213,614.43,Credit Card,Standard,Month-to-Month,1.0,9.9,1.0
732.0,F,25.0,2020-06-06 19:48:53.720426,,1319.32,Credit Card,Premium,Month-to-Month,1.0,20.0,1.0
733.0,M,,2021-03-14 19:48:53.720437,2024-04-05 19:48:53.727224,1381.02,PayPal,,One Year,1.0,26.3,1.0
734.0,F,18.0,2019-09-23 19:48:53.720448,2024-02-16 19:48:53.727229,1577.72,Credit Card,Premium,Month-to-Month,5.0,19.9,1.0
735.0,M,45.0,2020-09-11 19:48:53.720458,2024-04-24 19:48:53.727234,822.03,PayPal,,Month-to-Month,5.0,17.1,1.0
736.0,F,39.0,2023-09-26 19:48:53.720468,2024-03-13 19:48:53.727240,1584.79,Credit Card,Premium,One Year,9.0,21.0,0.0
737.0,M,37.0,2023-09-29 19:48:53.720479,2024-10-24 19:48:53.727245,498.68,Credit Card,Standard,One Year,6.0,19.6,0.0
738.0,F,44.0,2021-10-24 19:48:53.720489,2024-12-03 19:48:53.727250,1171.82,,Premium,,,18.4,1.0
739.0,F,51.0,2022-02-22 19:48:53.720500,2024-08-13 19:48:53.727256,,Credit Card,Premium,,7.0,24.2,1.0
740.0,M,,2020-09-12 19:48:53.720509,2024-04-28 19:48:53.727261,909.12,Debit Card,,Month-to-Month,7.0,21.5,0.0
741.0,M,18.0,2021-09-26 19:48:53.720519,2023-11-21 19:48:53.727266,1907.87,Debit Card,Premium,One Year,,16.1,1.0
742.0,M,22.0,2024-01-04 19:48:53.720530,2024-04-17 19:48:53.727272,554.53,PayPal,Standard,Two Year,,10.3,0.0
743.0,M,28.0,2022-01-29 19:48:53.720540,,952.52,PayPal,Premium,One Year,9.0,25.5,0.0
744.0,,35.0,,2025-01-28 19:48:53.727282,1228.07,Credit Card,Premium,,4.0,22.7,0.0
745.0,F,40.0,,2024-09-30 19:48:53.727287,1510.98,Debit Card,Premium,One Year,8.0,28.1,0.0
746.0,F,27.0,2022-03-05 19:48:53.720570,,670.1,Credit Card,Standard,One Year,0.0,6.5,0.0
747.0,,36.0,2023-12-17 19:48:53.720580,2024-11-04 19:48:53.727298,852.39,Credit Card,Premium,Month-to-Month,1.0,16.3,
748.0,M,27.0,2021-11-29 19:48:53.720591,,1083.96,,Premium,One Year,3.0,29.0,
749.0,F,28.0,2024-02-11 19:48:53.720601,2024-07-29 19:48:53.727309,712.9,Credit Card,Standard,One Year,,8.2,1.0
750.0,F,20.0,2020-01-22 19:48:53.720611,2024-02-11 19:48:53.727315,17.24,Credit Card,Standard,One Year,7.0,,1.0
751.0,M,25.0,2024-10-20 19:48:53.720621,2023-10-17 19:48:53.727320,1041.68,Credit Card,Premium,Month-to-Month,9.0,26.9,1.0
752.0,F,21.0,2024-09-08 19:48:53.720631,2023-10-31 19:48:53.727325,1950.83,Credit Card,Premium,One Year,2.0,19.9,0.0
753.0,,25.0,2020-07-18 19:48:53.720641,2024-12-13 19:48:53.727350,1536.08,Debit Card,Premium,Month-to-Month,0.0,25.7,1.0
754.0,M,45.0,2024-05-19 19:48:53.720652,2024-06-07 19:48:53.727361,1114.01,,Premium,One Year,7.0,17.0,1.0
755.0,M,25.0,2019-08-22 19:48:53.720663,2023-10-07 19:48:53.727370,880.39,,Premium,Month-to-Month,5.0,19.4,1.0
756.0,M,61.0,2024-05-04 19:48:53.720673,2024-09-25 19:48:53.727379,833.83,PayPal,Premium,Two Year,1.0,17.2,0.0
757.0,M,39.0,2020-05-26 19:48:53.720684,,1093.69,PayPal,Premium,Month-to-Month,3.0,27.2,0.0
758.0,F,36.0,2022-01-05 19:48:53.720696,2023-10-27 19:48:53.727397,1857.78,Credit Card,Premium,Month-to-Month,6.0,18.3,1.0
759.0,F,26.0,2022-01-30 19:48:53.720707,2024-02-06 19:48:53.727405,1299.1,PayPal,Premium,Month-to-Month,6.0,25.8,1.0
760.0,F,,2023-07-30 19:48:53.720716,2024-10-15 19:48:53.727414,579.06,Credit Card,Standard,One Year,3.0,18.9,0.0
761.0,M,29.0,2020-04-03 19:48:53.720727,2023-12-23 19:48:53.727423,1901.94,PayPal,Premium,,2.0,,1.0
762.0,M,,2024-01-25 19:48:53.720741,2025-01-28 19:48:53.727436,1289.65,Credit Card,,Month-to-Month,9.0,23.1,0.0
763.0,,60.0,2023-06-17 19:48:53.720753,2024-06-19 19:48:53.727445,1029.53,Debit Card,Premium,One Year,5.0,21.9,1.0
764.0,M,34.0,2020-04-18 19:48:53.720763,2024-09-01 19:48:53.727454,418.52,Debit Card,Standard,Month-to-Month,3.0,7.2,1.0
,M,46.0,2022-12-21 19:48:53.720773,2024-07-22 19:48:53.727463,1889.7,Credit Card,Premium,Two Year,2.0,22.1,0.0
766.0,M,27.0,2019-10-30 19:48:53.720784,2024-03-18 19:48:53.727471,1765.25,Credit Card,Premium,Two Year,6.0,24.0,0.0
767.0,F,34.0,2021-12-10 19:48:53.720794,2024-02-06 19:48:53.727481,879.0,PayPal,Premium,One Year,1.0,29.8,0.0
768.0,M,52.0,2021-02-08 19:48:53.720804,,,Credit Card,Premium,Month-to-Month,1.0,29.1,
769.0,M,28.0,2022-01-06 19:48:53.720815,2024-02-03 19:48:53.727498,1486.28,Debit Card,Premium,One Year,4.0,27.9,
770.0,F,53.0,2021-07-03 19:48:53.720826,2023-10-03 19:48:53.727507,1888.96,Credit Card,Premium,Month-to-Month,2.0,28.3,
771.0,M,,2024-09-01 19:48:53.720836,,946.98,Credit Card,Premium,Month-to-Month,5.0,22.0,
772.0,M,29.0,2023-04-29 19:48:53.720847,2023-12-28 19:48:53.727525,431.89,Debit Card,Standard,Month-to-Month,1.0,13.5,1.0
773.0,M,41.0,2021-09-17 19:48:53.720858,2024-11-13 19:48:53.727534,1855.36,PayPal,Premium,Two Year,5.0,28.4,1.0
774.0,M,44.0,2019-11-01 19:48:53.720868,2024-06-09 19:48:53.727543,1292.03,PayPal,Premium,Month-to-Month,2.0,20.9,0.0
775.0,F,41.0,2021-03-03 19:48:53.720879,2024-01-21 19:48:53.727551,,Credit Card,Standard,One Year,0.0,19.3,1.0
776.0,M,19.0,2024-09-21 19:48:53.720889,2024-01-06 19:48:53.727561,884.55,PayPal,,One Year,1.0,,0.0
777.0,M,,2023-08-15 19:48:53.720899,,1133.77,Credit Card,Premium,Month-to-Month,8.0,24.0,1.0
778.0,F,32.0,2020-01-09 19:48:53.720910,2024-03-18 19:48:53.727576,1189.41,PayPal,Premium,Month-to-Month,7.0,25.6,1.0
779.0,F,34.0,2020-05-25 19:48:53.720920,2023-10-22 19:48:53.727582,1934.15,PayPal,Premium,Two Year,1.0,29.3,0.0
780.0,F,41.0,2019-10-04 19:48:53.720931,2024-05-17 19:48:53.727587,233.31,,Standard,One Year,6.0,5.6,1.0
781.0,,,2023-03-12 19:48:53.720941,,374.09,Credit Card,Standard,One Year,5.0,15.2,1.0
782.0,M,21.0,2020-06-09 19:48:53.720952,2024-07-30 19:48:53.727597,1605.57,Credit Card,,Month-to-Month,9.0,22.8,0.0
783.0,F,38.0,,2023-11-07 19:48:53.727604,994.62,PayPal,Premium,Month-to-Month,2.0,19.0,1.0
784.0,F,41.0,2020-04-07 19:48:53.720973,2024-02-04 19:48:53.727609,394.29,Credit Card,,Month-to-Month,5.0,15.8,1.0
785.0,M,40.0,2023-12-25 19:48:53.720984,2024-04-20 19:48:53.727617,,PayPal,Standard,Month-to-Month,0.0,11.5,0.0
786.0,M,45.0,2020-07-22 19:48:53.720994,2024-02-08 19:48:53.727626,694.82,Credit Card,Standard,Month-to-Month,2.0,,1.0
787.0,M,43.0,2020-01-10 19:48:53.721004,2023-12-29 19:48:53.727635,1551.51,PayPal,Premium,Two Year,,19.8,1.0
788.0,F,39.0,2023-02-16 19:48:53.721014,2024-12-08 19:48:53.727644,1602.86,PayPal,Premium,Month-to-Month,4.0,,0.0
789.0,,34.0,2021-09-20 19:48:53.721025,2025-01-26 19:48:53.727649,109.76,Credit Card,,,2.0,12.7,1.0
790.0,M,18.0,2020-12-31 19:48:53.721035,2024-04-06 19:48:53.727655,1934.93,Credit Card,Premium,One Year,,21.1,1.0
791.0,M,39.0,2023-11-05 19:48:53.721045,2024-10-12 19:48:53.727660,959.09,Credit Card,Premium,One Year,6.0,18.0,0.0
792.0,F,37.0,,2024-07-09 19:48:53.727665,1729.61,PayPal,Premium,,5.0,29.4,
793.0,F,37.0,2021-01-16 19:48:53.721067,,1117.78,PayPal,Premium,One Year,,22.7,0.0
794.0,M,22.0,2020-03-02 19:48:53.721077,2024-04-06 19:48:53.727676,1920.31,Credit Card,Premium,Month-to-Month,9.0,26.0,1.0
,,24.0,,2024-08-15 19:48:53.727681,1663.95,PayPal,Premium,Month-to-Month,0.0,21.2,0.0
796.0,,45.0,2024-01-09 19:48:53.721095,2024-06-15 19:48:53.727686,605.51,Credit Card,,Month-to-Month,2.0,7.7,1.0
797.0,M,,2022-12-05 19:48:53.721104,2024-04-29 19:48:53.727691,1062.87,Credit Card,Premium,Two Year,8.0,21.1,0.0
798.0,,41.0,2024-04-29 19:48:53.721114,2024-01-29 19:48:53.727697,360.0,Debit Card,Standard,Month-to-Month,2.0,8.8,1.0
799.0,,35.0,2020-09-28 19:48:53.721123,2024-11-18 19:48:53.727702,1541.38,,Premium,Month-to-Month,2.0,23.2,1.0
800.0,,35.0,2023-08-20 19:48:53.721135,2024-10-19 19:48:53.727707,1723.97,Credit Card,Premium,Month-to-Month,4.0,,0.0
801.0,F,44.0,2020-09-30 19:48:53.721145,2024-04-29 19:48:53.727712,92.13,,,Two Year,7.0,10.4,1.0
802.0,F,29.0,2020-02-26 19:48:53.721155,,1954.84,Credit Card,Premium,Month-to-Month,1.0,17.0,1.0
803.0,F,35.0,2022-04-27 19:48:53.721165,2024-12-27 19:48:53.727724,1868.26,Credit Card,Premium,Month-to-Month,8.0,,1.0
804.0,M,30.0,2020-07-22 19:48:53.721175,2024-10-08 19:48:53.727729,1124.42,Credit Card,Premium,Month-to-Month,6.0,17.5,0.0
805.0,F,30.0,2024-08-22 19:48:53.721185,2024-03-06 19:48:53.727734,1787.31,PayPal,Premium,Month-to-Month,1.0,16.9,1.0
806.0,M,31.0,2021-12-17 19:48:53.721195,2024-03-05 19:48:53.727739,,Credit Card,Standard,One Year,6.0,,1.0
807.0,M,37.0,2020-05-05 19:48:53.721205,,374.83,Credit Card,Standard,One Year,2.0,12.5,0.0
808.0,F,30.0,2023-10-09 19:48:53.721214,2024-10-23 19:48:53.727750,1177.32,Credit Card,Premium,Month-to-Month,3.0,24.9,
809.0,F,47.0,,2024-11-22 19:48:53.727755,1497.16,Credit Card,Premium,,6.0,21.0,
810.0,,26.0,,2024-07-28 19:48:53.727760,1675.87,PayPal,,Month-to-Month,9.0,28.6,1.0
811.0,F,33.0,2020-06-27 19:48:53.721245,2024-03-17 19:48:53.727765,334.64,Debit Card,Standard,Month-to-Month,1.0,13.1,1.0
812.0,F,30.0,2024-09-18 19:48:53.721254,2023-09-24 19:48:53.727770,1555.06,,,Month-to-Month,3.0,26.5,0.0
813.0,M,49.0,2021-03-28 19:48:53.721265,,1639.18,,Premium,One Year,3.0,20.5,0.0
814.0,,36.0,2022-07-28 19:48:53.721275,2024-05-25 19:48:53.727781,1653.35,Credit Card,Premium,Two Year,2.0,29.4,0.0
